Object C0 C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C12 C13 C14 C15 C16 C17 C18 C19 C20
DES_SN002457.DAT -299.3195270770765 -117.74554221747053 272.16349773752216 188.443563877202 336.76680977769195 -34.79989737481997 23.786792006762596 23.58745257400372 -18.65733527604587 -104.51196002756609 -82.65070408074678 -18.907268694618633 64.11166018948774 -40.94530799990686 33.38096779014609 -10.855926899126253 25.28808031547466 49.760943527756744 11.274259771845294 -2.868485659581424 -130.27117982228347
DES_SN002542.DAT -126.66335255124218 985.1238443084363 47.41467316489931 -349.5726360786016 -49.32380458021578 107.9622431023828 -1.002043684021487 -118.0050239838423 -59.63582958995789 92.04588937028103 -39.17964031987232 9.800108235626197 113.68935011719378 36.27184212631393 -81.83465281357799 -9.327509263420154 66.01275291929858 -34.05184323189294 0.6190528233940995 -15.027792999957853 78.08113416708119
DES_SN003776.DAT 270.96461808861346 540.8629902364203 -148.64470081230252 -140.23686586304885 -6.436753522693493 -190.39957336737814 31.93014229566535 79.92546657428105 -26.339759309248738 -11.472082996024076 -70.03444264726103 40.43472994666177 -119.15844193449568 -1.939517249532372 48.660615334598255 27.20975339409054 12.750535140231577 -33.74312582566511 31.704606349624868 20.087450684881816 11.088496893974167
DES_SN005399.DAT 0.9686502583591023 230.75705979492085 -203.21537836155514 -65.76409222287828 85.41841298626348 -34.95850441326693 10.675642423391523 1.9651645576014367 -1.3065101453623873 29.74442504990003 26.691754379721292 38.34738837183396 -7.899512908158915 25.945283908710707 1.2277969366249089 -32.89898557638354 24.662357742476612 25.258427373545928 22.135030676903806 -36.51608522402812 -11.874386800558085
DES_SN005519.DAT -9.335743419586546 -220.64725558194905 -33.63378283633598 50.75287326204084 -56.61691395297893 9.506382841054938 9.456635703888537 132.9933199014389 41.02901110712609 44.535561892956515 59.52876820750603 57.04314289243625 1.4394675319615615 1.8224142865649036 -17.981440757377342 20.419876782370444 -6.272949954196509 -15.70085939083086 -14.248344986697617 -8.596764344459789 29.366124315135494
DES_SN006330.DAT 554.9182831196694 83.88636941626416 31.961304946520947 23.065719118044974 -40.892734714320504 -18.482583457288897 3.687744561091243 1.397092952241346 -0.7294083260793514 6.533581532766758 4.126982568968586 -4.107385923470773 3.045038598268736 -3.8708517945041088 4.82622086197189 -16.05044704104857 -0.31560224740046117 19.32643242740459 19.016013770587954 -9.657834752319621 0.31542683156099827
DES_SN006381.DAT 176.78856347249786 298.3336614875474 7.5471619174103495 18.27963802855433 61.11778062549851 81.07204655249716 6.119572583862563 -79.49041143496945 34.28533352356337 74.15066737364795 -11.186440903420415 -93.04886357967108 53.87669210879669 6.958497215740895 -62.45745779042308 24.726091631396095 4.957852586526968 -22.479173291923768 -15.517150674659149 4.5052394680247545 29.368208071817655
DES_SN008441.DAT 180.0882075941029 182.13333627986236 206.47239977197603 224.1790681113766 39.646995529743066 124.11874003987462 -59.03161294166689 -54.05090792350349 -0.4183041641455807 -24.73175710072464 -20.621389123638508 4.776101716017106 -73.48884375972995 -11.553956493241873 46.560900208725656 -30.348110841160647 -21.213242100955448 -23.03380627224351 -31.472236973533597 -10.661157591952175 -57.27726056886421
DES_SN008569.DAT 466.2772397736512 -57.372853741183036 15.78737632448231 26.922342009031777 -67.6746041738086 -10.052457129649449 -50.94237046690556 25.564406909915704 10.662483134449742 21.0829004219597 -8.05615983503104 8.554978477849971 6.386508039492625 -0.5035667904541354 -31.284286483637135 -10.446673948310295 13.082442757516484 17.191707948400037 -14.722037480611997 11.477073539612919 -8.455117514052116
DES_SN009454.DAT 367.8299469321276 -189.71950339226592 -92.79107180111399 -121.28198510208288 34.53425886972619 118.62596715401477 40.35349862994238 25.9722651371128 22.703863125178575 -56.16121424152049 12.828100174206318 14.376322498219785 24.569270348298126 18.632145145123395 -12.837782803835841 16.569764939303738 -11.688600814402491 7.8341507758711675 7.728710398906891 -2.2469736023535134 -1.0179860976187953
DES_SN010155.DAT -1502.8767871360026 -535.126064676881 984.7518369620652 58.21144379919698 -187.65246961854203 -452.4137150247271 -34.085697184651934 14.380149174516866 266.8353764992535 7.399294587944905 -141.23313825256955 -89.96538111071759 -16.11490794877347 174.49848096691557 -126.51049723393355 73.54482346230621 -134.55879358639027 -25.80546529349659 56.553777281396776 -85.05301167830692 -3.3942213062817643
DES_SN012413.DAT 325.38058296823493 -209.77621191586758 -284.4627900714821 -6.826723681815121 -65.84202324374354 112.86449552911428 -2.5847251403098426 34.67556558534653 -41.953447566042016 -22.144871251039984 -13.774251540470747 -1.8897860766044445 85.63369169054468 2.337368896864408 77.21926650713067 -6.802966224905923 -49.5729470400959 -28.216577123717776 25.761846123900547 -16.009605065320947 11.372629809173716
DES_SN013360.DAT -179.05454614161894 -406.25472368979035 -115.52395850679908 -85.20153555018791 -156.6474703133219 24.101869768453433 69.84625198240083 58.775662563553546 -34.53843491313274 60.197970352229774 -12.871954402424642 54.384961038589665 29.600411896754956 5.26874738656101 -89.48987149473653 -21.537626601506958 -16.01129108983666 2.0847566780072695 8.738133058743898 -2.039680159156042 -45.04458737940041
DES_SN013481.DAT 37.15070910704732 -70.59144508771317 -245.4692946659099 91.05128606753307 84.69164100804153 -38.8611615248517 -54.03083808708305 -44.98045008713908 23.04885916388994 1.8578321314644919 32.772613929965836 43.19682789612486 -27.43544653595397 37.197741638940975 4.7913300554931775 1.3121460056756753 -43.48466533822558 6.744897223236837 -3.984699593185791 17.39971116141349 2.0151076474378016
DES_SN013751.DAT 302.9212968648623 -141.97341524286614 47.753209929100606 -94.93635266424056 43.06209008358054 43.6205995650728 -25.784810566216095 7.240433641253636 7.055693584206104 -38.81976735039797 -27.20218722052357 -0.5656386345445217 -21.204344411677152 -14.312166500767033 -17.24619623090276 -11.79771702162201 0.0293090549670616 13.048107183315553 -16.17136325229559 4.756622581612994 -1.4257976633446567
DES_SN013863.DAT -7.1203033196699 -18.087562707447034 242.46980493816298 173.97991323739515 77.13248383918766 46.424891178741994 31.299028696543793 39.674056339766715 -26.871103322370274 -78.21501362766034 20.67933207512276 32.21167163176422 -2.8210264123759723 -11.189733703715119 -14.739718809200102 -17.388763218402016 6.519168876677736 24.058743587145603 19.63781733355526 -10.366725369091512 1.1004957781378266
DES_SN013866.DAT -1843.9866976977441 -870.6396233643937 501.5973839833483 -29.473971658515516 -2.6497854624068395 -463.2574067617656 -10.648445056997446 -95.77582242987906 196.0623467720505 165.1167686106759 3.4750844415781117 153.345659052428 42.747319688572446 118.84354250632106 -82.45319586925717 65.20730843911565 -65.24973826539444 46.50997453173309 -64.4643393873087 29.820172700826518 65.78160018681345
DES_SN014109.DAT 450.71469481281406 45.0468143015914 38.92156311409934 64.89076396997076 34.496835742199124 12.308465122802215 21.64194843661766 -7.077640628363197 17.75272363136607 4.82650225318762 11.520649278272394 21.41778192167862 17.942614726529747 36.97555970104624 10.108471464979964 -16.997813840591697 -17.842852384282885 1.5683211912874104 18.753151309542957 10.932587789579301 -15.439562989476677
DES_SN014808.DAT 188.5088194574097 -209.81963779143825 38.03955718932014 -126.21839144343801 108.63299320056346 54.52202287453934 7.465485673091067 32.563793451245346 19.864330666522925 -45.07333585780173 19.986996610654536 -18.949906610826886 23.39168261366696 28.89667378770205 -1.2888404158743576 -16.721670530754622 -5.596655232722156 -1.8544608667347626 7.217829490307011 15.455010928002423 -6.5343551822050685
DES_SN014874.DAT 502.86224948332756 -50.715790760778866 14.48150282735018 37.694831365687605 12.394704983790124 -48.80186843188734 7.445768350861318 -18.905670694145705 26.579043727401213 12.557003124631116 9.68445579461886 -32.99390054891085 -9.262221796747758 9.136348990377371 28.062842960886584 12.761578313961389 6.796851166015171 4.012141892395719 2.8853134909730818 3.154118169706911 -1.0675265456148448
DES_SN015593.DAT 356.5569591657907 97.34789451569189 77.72226446817201 102.59640078521265 106.42227094892186 -40.398239762367616 -56.630111105063605 47.22808456611826 -30.65333299188909 12.829319350802638 -60.80994837060239 -48.580001113826135 -19.26935587016905 11.315433610415052 15.511750562754301 2.245744703403055 29.042623144640892 -10.752659116395858 -19.252453802029738 23.745012931597604 -2.6659175663186865
DES_SN015651.DAT 118.90152400630313 -211.9172292750147 -101.03953834734918 -37.22020459548136 -0.22688377282769068 36.960616121717294 -2.8042773534971985 78.64987145198494 -12.910813998599878 56.268112994334736 -69.67901673819888 32.93937654432784 18.052430535086984 -21.774886112238203 48.79795055789759 -31.423576630920344 28.5663119629838 -35.07195074648905 -39.99258956229676 16.22543372771104 -5.4580630403227275
DES_SN016742.DAT -260.900204413827 360.6151528976687 202.25240795612842 229.0839161813825 -133.0442188112886 241.45554551890504 -68.43347772753067 -94.53360455010048 81.48813789119694 233.025953548026 -36.62781395506278 -101.81812743072518 -121.1311511857449 -16.610409684956586 -94.68147245242932 35.93141642340922 -39.45909116966193 -79.79509986511106 55.757431521887014 48.6778194034006 15.084092661107277
DES_SN017268.DAT -219.94888090989343 651.1715372982111 127.78795624275114 207.48770977899596 211.1356761381054 235.7120330646 -77.45676958266466 -137.51091181201286 -22.641921141049707 151.77323446269722 -100.97484394857244 28.07729568386243 -15.62319531224773 147.28402146075427 -93.93732183532282 -7.065938132114439 -20.75916319561226 -19.778926685034165 -3.9285910287110966 -22.86570281485092 -23.0598982167096
DES_SN017270.DAT 531.253534378053 136.4616623979168 24.792195154122343 36.09593935948898 -3.1088048432140454 -6.9599806079056545 -1.2642799361831294 7.031032139577611 -52.129653420783484 13.863128375883104 -40.16627034633861 24.13563620489643 -38.11299073189269 -7.2408871400137755 -29.669138190824228 27.271184546528712 -24.356940320498833 20.369278832049755 -21.090654536064555 6.199438373096164 26.488667208361782
DES_SN017528.DAT 40.88886049829968 25.572484644058108 4.21947013392407 162.87071226163826 90.01035637436613 44.97667027507418 87.24963262807219 -27.28439304577134 -19.522422833065754 -66.26686933296675 51.36686247744878 21.16832410868934 -90.9003640393218 -70.97330804606614 -23.656804168218688 -53.08954392065586 5.169954769225876 -10.966255892377806 3.753775636007933 -40.50463652274779 0.7103684983158978
DES_SN017807.DAT 354.7075160341526 245.22512422689005 -213.04765679359204 -74.85564828113328 22.142930571380816 -124.96519006554394 79.38520212145956 60.084280765339145 -8.758947922735981 -40.549405959585506 -10.689974939327861 32.58255555567855 -48.71375535813 1.354337025097017 -16.8767470503648 -15.682175633364238 -38.053602350452124 -11.4182640302721 28.13608527402015 19.07788070482808 -16.101240693412876
DES_SN018818.DAT -483.6285643299064 -429.4896965493103 317.73042483155837 -320.10200515545256 158.60377654129616 17.46294818465097 1.5721965840291432 -45.7322382053671 -15.821370156669426 40.67963357526072 42.51509306490751 -12.588475813712314 -91.13817671031896 11.922585710118732 21.835199067088357 -44.037364824274775 8.739841358018616 9.515488752951107 -37.83899528422981 -2.9947840289545056 -6.6954566530243085
DES_SN019015.DAT 58.47713307638257 289.95683051725166 -173.2346828196438 -78.63567892459824 18.462219258897846 -12.423787164247688 98.64776914799857 -23.65348578417384 62.84138651602315 6.129340196791084 -23.916837540336843 -18.91547343936144 19.346279431739163 -44.87229496689817 33.796334520456206 -35.41407948151014 -29.109377322196142 16.748006794460657 43.12181097601537 2.679475367920819 16.54640876662851
DES_SN020790.DAT 446.41498452855177 -37.04865969228628 47.7618397404247 -25.90817692444636 -4.519763992804979 -7.505510952953582 -35.352292138740836 14.348368947804426 -2.864963974784001 -15.384312944293388 -1.2157817633630403 -10.69470835279662 14.868462016728419 -1.8604317313159626 -11.669327640650419 4.443313078070688 10.802145068219893 -10.23365917051636 19.306982028493827 23.57766372431041 8.196052822597043
DES_SN021475.DAT 494.61305969324115 -33.430082190655426 48.122478486492675 7.794635740152737 -24.752476813712757 -44.120890172525144 -40.435734346822514 17.205111832056247 35.16013227559863 33.41491909910741 2.569511268830942 11.791498129936226 -1.1616316898770744 -4.613162996205209 -19.82550611209001 -27.48934808534452 -15.380857438893587 -19.856637946514482 -23.79287503561713 10.667486962897657 8.44524104374361
DES_SN021647.DAT -577.1155726784453 -404.1793747257925 501.94287326908744 -70.59545414186664 34.598240919059606 -175.9102375821115 -51.10743463319017 -33.324080978671844 121.94276741089465 63.62237672108041 -78.15168261726868 58.87134029992051 -25.38065682275996 56.63757059672388 1.1658872649561367 -70.19251853041311 -116.93621535899528 4.196297254846547 -100.59473957540871 -27.279628237859278 -5.408971505229104
DES_SN022248.DAT 168.01469769003896 -155.7349683354965 -329.0372368355042 78.2515360597222 39.01654709111957 -76.5572711797876 -67.80913749133988 -53.669037693557875 -11.006370426365358 2.2033619157732502 7.273144155368186 6.585325428148341 -16.836635396341983 -25.849329430497 -8.743003800992001 18.536828091595098 -0.9707607343363343 -8.845604292953688 -22.081503567770184 -2.413023781121627 29.40155649823069
DES_SN023913.DAT 390.09173310114033 -106.6983044536153 42.62104766269376 -74.49693029749287 13.712520610753835 37.32026058786764 -71.20877498915823 60.2725684571047 28.745147125276606 -21.981151779275898 -38.55913681868323 -15.44019805047538 -22.495975727087874 -14.393544262056881 -40.91547907673356 -48.692641513164645 -2.0057539469515078 10.363645812759938 -13.719701938190168 -1.326964105106537 -5.2174178494146055
DES_SN023940.DAT -553.2225529884896 1368.494867025109 139.33720712196808 -383.9519976795733 -49.55604552013688 256.6904367476021 -63.80398220263908 -292.71700372323517 -106.0872891655786 121.91252532510502 -73.26274327135943 -77.36756426438208 85.95123149538142 170.28108466429092 -231.97022650102258 76.809003563548 113.20958796908388 -64.9212837271212 23.785298913208862 33.07425130262166 166.633663920527
DES_SN024001.DAT 359.2194753835493 251.04900697439768 16.108981698407618 -137.09048442280107 -25.653861145212517 -94.42333768177942 46.158644619942095 10.665363617720622 -121.7797953627393 -59.14121946166841 73.45829918693835 45.57185655792284 -76.09917024246383 -7.964185951009679 -24.66806015654354 -4.60182577462389 -67.97163890938914 24.363038948058026 38.917952251200795 41.33079934688172 -29.647020882009194
DES_SN024464.DAT -876.6727975275114 144.13049717516614 438.65429743501136 304.0656005692357 -118.32219625585323 264.4201386866026 88.83354970366656 -203.33410732338982 -142.7188761963636 -35.2383932534709 -35.13068089717067 -84.71910899262343 -72.85654580495374 48.88066613844013 82.34468146294347 104.8180563035539 6.430428081835075 -31.11061288536762 36.967471039656616 -19.080990220015636 42.36713294618745
DES_SN024551.DAT 479.01590116060765 -46.93724316772302 15.947502474437146 44.45799958005454 0.3487396086297707 -8.184404836729088 -13.318751785969038 -14.42260430286709 36.01442798607484 -2.2210883023483414 13.922988111683605 3.188543403400957 8.757215295972012 21.94573661102613 18.602696041532436 12.26929917096783 -10.666959150659817 -6.56296284222738 -7.1238665942764134 -4.550097995849457 0.5807814577563484
DES_SN024734.DAT -6076.131881940344 -1348.7844608360438 1172.3750370233126 1579.269478873595 -1320.6074863597137 -562.4687044365633 214.44091005015358 365.7315291725091 427.0858905722634 -373.6906608822909 188.6514582477842 239.62783869921753 -197.3322006185885 478.1951906276 -48.12446984317752 460.038705821319 -63.509661675844626 253.27705182434204 -64.99601403262608 -51.81337489787805 294.12946055030534
DES_SN025034.DAT 480.78726474197975 -58.19417246427723 -44.72541654339594 58.59977973325915 -36.547873139733895 -28.840227726118226 -4.875586560988648 -12.617833696406695 25.228403357672377 12.945807621271971 -12.03771198075921 -8.920021062153815 5.710752421026949 0.3768337555185397 2.048500968064669 9.33773089548905 -2.9630109556943838 13.562399469834101 -7.526466878109998 -7.62272508707311 -6.5043278667406526
DES_SN026701.DAT 431.97514938742563 -105.97456405757995 -36.42907755238999 -59.37326294825115 34.472946130372115 68.65144709652367 13.952196084337977 55.22816246172131 1.5211933289803508 -23.237603124648782 32.820646769963936 -1.5536023104528525 4.415320404744445 24.698454536467338 24.034593061881367 8.902557573573105 -0.016362963602656322 6.0539660893788465 6.191702391788507 18.21933774635316 1.5383816994450896
DES_SN026900.DAT 365.8511426424059 -166.16543132806981 -65.46750108604795 -108.82678212975057 45.01764592692531 86.90743279523295 52.574878245533384 20.94132025175788 25.98375900872682 -42.308595023631945 6.4216841032411995 7.753712484763142 15.25317995404249 14.009391760823931 -8.663107105811168 9.204878813739143 -10.964728334795616 1.3294763537291532 6.740794811832341 -8.781933257249715 0.7390682391946157
DES_SN027121.DAT 281.58288661248145 -70.26248088784838 179.35893258377706 43.04155881426495 39.57358475594172 -81.48483109375378 -40.5577433460138 14.032714231139733 -10.844709892468936 25.473736513578384 5.110597635092616 -36.73108927198812 67.41463856815051 -34.59221545309107 -35.471554909589436 -6.990016338351822 -19.97182527111773 -22.437337033427802 20.055100195081824 -3.5480575191012136 17.217825182353078
DES_SN027192.DAT -1365.8408546214885 3255.370806862939 -178.02105306899057 -1853.0632469257973 -864.547156710601 -696.7242003698008 278.4686863901102 39.14093768827496 301.9983111141745 -313.89959183094265 441.06037392321537 -109.12942090773083 165.27853147239603 -140.5318109180027 262.64176290623107 -318.3668645845979 140.31977874273605 -181.91739881927006 -191.18502876215808 -288.07390604391094 -159.09827179725767
DES_SN027266.DAT 272.0457912546324 46.02852941228319 139.2540664846737 90.70104885523062 154.39043481627908 -28.849818390727048 -3.691069125693182 21.504910722048436 -56.08731802119543 -2.2872909479277435 -39.91534616278494 -24.06121940578089 6.497176387892289 -22.22606487963201 22.42162372288418 -9.704544345187488 23.572860402273072 26.861470688438576 -16.053146444214384 -11.066399573012726 -6.368733827979555
DES_SN027606.DAT 260.9047872038327 -21.688056049571024 212.4532709787077 33.55765614991674 99.87513146972512 -35.95798677213343 6.059229712429399 13.677779553494638 -71.6107030605652 43.52146520136418 -4.819525423358094 -29.711680066329965 -8.078363306795632 6.275771928535893 23.54253541909921 -21.35405401383839 3.5064702906225493 3.8475816847731164 1.6433003861750066 1.286220320945584 -14.164776981629506
DES_SN028302.DAT 290.69145082465155 -174.31567317816513 -20.560599489384074 -57.34831546450839 -132.4931380444405 36.105082468086295 21.30556532290494 -13.042895852610002 -14.026623674235474 36.61870918339713 -35.31409939257251 4.267019771685495 44.95747061562958 42.74365040382823 4.5653127480852564 17.72573212787826 -3.5603584661994105 -0.5863095787704733 -0.4136366690947817 20.989149207369383 -19.423860962229174
DES_SN028955.DAT 223.0822744492708 -156.96818966856586 150.75449681332753 -40.81526568840509 -46.92224395995052 -36.083681108942635 28.601569635824546 39.08501069159164 -12.776623151695372 44.8089172624747 -4.099229075113859 -22.254761177527033 -22.16769114515017 29.836406669675387 -47.461703492525864 -34.21215322263555 -3.2516601826079956 41.24570713065749 -8.450956573883346 6.216141529894063 17.529133237170452
DES_SN029470.DAT 123.93548101979655 -154.0100279263832 -25.13640884746698 92.18446154545109 47.42716225610366 -63.92339013341172 61.40999697340833 73.57555148873291 32.033396754192694 -0.09453284498045378 44.88694972470979 -21.446828284277736 35.73567525011291 -43.61415132191064 -38.51753551923132 -41.65364199631833 -13.533100072985928 -11.539437612676386 25.40962079969809 -31.073723777199845 23.53992494441195
DES_SN030183.DAT -648.3654274580849 -180.87278714461635 427.5559702248188 105.85878790495833 144.5128335239361 -27.81456405321278 14.403218128289168 25.994445427208973 -93.0704978829746 -41.50051873552589 66.77140616479417 37.66632221895571 -4.463433315950859 -68.57878340304325 -96.81952011059516 -28.221861993271787 4.851996575644073 4.810537984335944 3.7418896865509588 -9.255343682429533 37.1949183932304
DES_SN030487.DAT 390.6434829231875 -157.42733388522927 35.74480636501616 -46.461439550317586 -67.68175270479026 18.608919626172273 -47.62158352961129 0.17809053782874606 24.139171638597677 -4.384979122128701 3.2659623618461797 -2.9826200316783957 -17.68316426089665 -9.161093061881143 -2.315072312229562 -85.76193624357856 -23.84679834795496 12.041213680430342 -2.168750117865102 2.91586361134771 15.795763297420606
DES_SN030584.DAT 218.3431361755617 166.35131535932092 -100.99368927272455 -45.05989742828193 49.886572487877686 -22.099245188160243 -41.559999583446924 70.86599342932408 32.18992712509641 13.297801851901824 -28.13158968116523 50.49518115760884 -11.43875121489188 10.889876139100092 26.623817291139794 5.2351110402364185 21.85411441669738 -10.211972424122973 18.634801440415163 -6.103026404308 2.0666492959177774
DES_SN030701.DAT -159.7523031731676 -338.3789007030842 81.94691069951301 -179.46831472865654 218.8423515072613 -106.15493697201819 2.40675782778402 -76.8088533518121 46.05718198737065 32.447915913635924 -25.600505880841155 -65.79884709796028 -45.62563634461927 1.1890801043561154 -24.5428106975021 6.150869330209417 -0.6333523778784311 -41.89102426250867 3.7531240040973586 -10.343935690506285 13.051206600082196
DES_SN030853.DAT 1.495986604391897 213.50578970605503 -249.2637191927171 -31.787581386369013 85.19231807748184 -61.45214783004415 46.410774906783104 -70.90616488792969 42.245151922998126 3.1910315657559414 14.542128529088586 11.113841207765228 -9.994292762163742 33.79921058296538 -11.238197755704999 -47.846878706238655 54.177448619135255 22.728659875798442 21.889951898217706 -16.26076751021398 -22.439856714993613
DES_SN031167.DAT 352.1864657122915 79.80964486545597 25.96895712203644 80.40080081520142 89.62383567622653 25.6931119378299 38.05043111971895 -26.88705007415566 -4.443375216448921 -4.644764653969851 -33.620200125370474 18.273524008003122 24.7434908302923 24.532063848561112 -10.030434676482407 -13.02199634159911 6.861409716900239 6.0180450721627246 16.397743170879174 5.508031158905421 -3.4914442513532764
DES_SN031282.DAT -1940.9571568160877 1384.8406752011942 -1010.377293239253 -551.8410690546491 147.98888301046293 -219.9873572715404 -155.48464697817417 345.04053098844696 507.48795397723194 172.36568088816136 -222.73366464484405 54.80344020316218 -66.0656399652334 -119.88298174745546 354.97633091729006 -89.2341149105502 101.61428877449944 -22.93490743769729 69.71148855921857 78.04749838121492 7.296511653975017
DES_SN031423.DAT -41.57125159298426 -48.18912334545158 188.42407059727367 22.99804716785519 202.9904308066092 0.5060197698271727 9.122542569121094 -18.016010956662896 -27.42136445749665 -4.575717852140999 -61.22979973592845 -5.986009710295123 -15.285494151450894 -13.386689679049352 27.436187887448366 -30.186401216044533 -10.71657842868713 15.199655863813783 -42.77592434964252 39.219402409760576 13.502707594631456
DES_SN031845.DAT 379.8352983282763 433.54695550239927 -33.59108781365147 -121.05635134544505 -67.06929482437374 -56.5775145502734 50.01275622749333 -6.994792320405068 -41.1288464520532 -18.278759019109238 -69.89431030917093 35.89532380135373 -43.684057324157635 19.515641592987087 -32.39970697488223 -6.60917199758353 6.385070931428459 -74.5125873881618 -14.86397241279942 20.932034015767968 65.02882957894623
DES_SN031946.DAT 203.89172537795906 -133.39928585360283 -332.331491464773 83.94763470778254 69.9126753175548 -47.277161042380634 -61.977124871756914 0.07185305352978233 -28.364169120125204 28.63333200015726 9.539108372729189 -13.467953871368291 -37.84006720498819 -29.220057300600537 25.154036629783587 30.561035281357164 6.838928366514928 -11.522306912395997 -6.257120995871656 -6.728831243915977 16.620737460576798
DES_SN032031.DAT 497.5646958538247 200.9057095520319 51.725603732400366 -45.11545472273532 -32.50336971367507 -42.967571469861994 -3.754666114335066 51.91423756174518 -64.21683972696621 7.542385980139167 1.0486246417342464 57.39551724955214 -44.279096370667105 -10.122489073678224 -0.4636623409626761 25.315957133001 -40.83035365283794 -1.9076967328299497 19.82657276965257 22.503052496156002 0.39293590948539503
DES_SN032061.DAT 496.69754792815155 -8.297623268752243 71.93946841943009 47.76287604269374 -8.231854547581722 -11.440495344762994 14.732784381640144 8.981349242656755 3.8357770656916768 1.0097970813727557 6.134403249948628 -10.214370631247297 19.508595848142924 7.320403501519069 12.329798988800182 -2.118146822948448 -9.46062882769925 -14.531032924757415 5.466149611025719 8.719832626591192 -5.632253541064037
DES_SN032550.DAT 367.4322388748343 -81.01254000028294 -366.4127852234643 126.54104284305001 22.631841991586107 -55.94110986051314 -142.90590832974522 46.80313106183467 -29.778854261084348 -40.6486211158407 70.31491882580302 -33.12979093335161 24.628562740639957 28.94021333585102 -53.69830365779447 37.573195475170394 11.336715160676075 -21.58009874709264 17.698449689318927 26.534923305771834 -22.331821631087006
